stop_id,cumulative_dwell_time,cumulative_leg_time,cumulative_stops,day_of_week,section_id,rain_mm,wind_speed,visibility_km,commercial_speed,occupancy_rate,schedule_adherence,hour_of_day,is_peak_hour,temperature_c,snow_mm,is_holiday,is_special_event,delay_trend,route_historical_avg,delay_severity_category,schedule_adherence
STOP_101,30,120,1,4,56,0.0,10.0,10.0,25.0,0.5,-1.1091739888520564,6,0,20.0,0.0,0,0,0.0,0.0,0,-1.1091739888520564
STOP_110,300,1200,10,4,87,0.0,10.0,10.0,25.0,0.5,3.1449719890790395,20,0,20.0,0.0,0,0,0.0,0.0,0,3.1449719890790395
STOP_105,150,600,5,4,92,0.0,10.0,10.0,25.0,0.5,9.8280998056856,7,1,20.0,0.0,0,0,0.0,0.0,1,9.8280998056856
STOP_101,30,120,1,4,32,0.0,10.0,10.0,25.0,0.5,-0.016916435790175766,7,1,20.0,0.0,0,0,0.0,0.0,0,-0.016916435790175766
STOP_106,180,720,6,4,46,0.0,10.0,10.0,25.0,0.5,-0.8285072740046534,16,1,20.0,0.0,0,0,0.0,0.0,0,-0.8285072740046534
STOP_109,270,1080,9,4,98,0.0,10.0,10.0,25.0,0.5,-3.042431605438403,8,1,20.0,0.0,0,0,0.0,0.0,0,-3.042431605438403
STOP_110,300,1200,10,4,92,0.0,10.0,10.0,25.0,0.5,-3.278696008792468,7,1,20.0,0.0,0,0,0.0,0.0,0,-3.278696008792468
STOP_110,300,1200,10,4,58,0.0,10.0,10.0,25.0,0.5,0.05966431226841373,8,1,20.0,0.0,0,0,0.0,0.0,0,0.05966431226841373
STOP_103,90,360,3,4,36,0.0,10.0,10.0,25.0,0.5,7.9744390767280295,19,0,20.0,0.0,0,0,0.0,0.0,1,7.9744390767280295
STOP_110,300,1200,10,4,75,0.0,10.0,10.0,25.0,0.5,4.794244872067633,15,0,20.0,0.0,0,0,0.0,0.0,0,4.794244872067633
STOP_100,0,0,0,4,40,0.0,10.0,10.0,25.0,0.5,-1.6058712377510025,11,0,20.0,0.0,0,0,0.0,0.0,0,-1.6058712377510025
STOP_106,180,720,6,4,61,0.0,10.0,10.0,25.0,0.5,4.672918342224699,6,0,20.0,0.0,0,0,0.0,0.0,0,4.672918342224699
STOP_109,270,1080,9,4,84,0.0,10.0,10.0,25.0,0.5,8.108124332815276,14,0,20.0,0.0,0,0,0.0,0.0,1,8.108124332815276
STOP_101,30,120,1,4,39,0.0,10.0,10.0,25.0,0.5,1.1628563776074468,20,0,20.0,0.0,0,0,0.0,0.0,0,1.1628563776074468
STOP_110,300,1200,10,4,84,0.0,10.0,10.0,25.0,0.5,-4.80639158028512,14,0,20.0,0.0,0,0,0.0,0.0,0,-4.80639158028512
STOP_101,30,120,1,4,61,0.0,10.0,10.0,25.0,0.5,1.5154224721182659,6,0,20.0,0.0,0,0,0.0,0.0,0,1.5154224721182659
STOP_100,0,0,0,4,32,0.0,10.0,10.0,25.0,0.5,-0.6122536178562199,7,1,20.0,0.0,0,0,0.0,0.0,0,-0.6122536178562199
STOP_107,210,840,7,4,75,0.0,10.0,10.0,25.0,0.5,-0.9232022587980626,15,0,20.0,0.0,0,0,0.0,0.0,0,-0.9232022587980626
STOP_108,240,960,8,4,75,0.0,10.0,10.0,25.0,0.5,0.9875019176652933,15,0,20.0,0.0,0,0,0.0,0.0,0,0.9875019176652933
STOP_102,60,240,2,4,87,0.0,10.0,10.0,25.0,0.5,-4.785036411994981,20,0,20.0,0.0,0,0,0.0,0.0,0,-4.785036411994981
STOP_107,210,840,7,4,93,0.0,10.0,10.0,25.0,0.5,6.724488370798707,9,1,20.0,0.0,0,0,0.0,0.0,1,6.724488370798707
STOP_102,60,240,2,4,10,0.0,10.0,10.0,25.0,0.5,5.995054294425301,19,0,20.0,0.0,0,0,0.0,0.0,1,5.995054294425301
STOP_103,90,360,3,4,71,0.0,10.0,10.0,25.0,0.5,-1.6140841424130885,7,1,20.0,0.0,0,0,0.0,0.0,0,-1.6140841424130885
STOP_102,60,240,2,4,40,0.0,10.0,10.0,25.0,0.5,6.75250121267885,11,0,20.0,0.0,0,0,0.0,0.0,1,6.75250121267885
STOP_101,30,120,1,4,36,0.0,10.0,10.0,25.0,0.5,6.763092615479003,19,0,20.0,0.0,0,0,0.0,0.0,1,6.763092615479003
STOP_106,180,720,6,4,81,0.0,10.0,10.0,25.0,0.5,-1.1860815283270316,13,0,20.0,0.0,0,0,0.0,0.0,0,-1.1860815283270316
STOP_108,240,960,8,4,51,0.0,10.0,10.0,25.0,0.5,-2.0285672491956563,6,0,20.0,0.0,0,0,0.0,0.0,0,-2.0285672491956563
STOP_109,270,1080,9,4,71,0.0,10.0,10.0,25.0,0.5,9.651915592413793,7,1,20.0,0.0,0,0,0.0,0.0,1,9.651915592413793
STOP_105,150,600,5,4,61,0.0,10.0,10.0,25.0,0.5,2.51066388755007,6,0,20.0,0.0,0,0,0.0,0.0,0,2.51066388755007
STOP_109,270,1080,9,4,32,0.0,10.0,10.0,25.0,0.5,4.2942389041738345,7,1,20.0,0.0,0,0,0.0,0.0,0,4.2942389041738345
STOP_100,0,0,0,4,81,0.0,10.0,10.0,25.0,0.5,5.472976460147497,13,0,20.0,0.0,0,0,0.0,0.0,1,5.472976460147497
STOP_102,60,240,2,4,30,0.0,10.0,10.0,25.0,0.5,6.600715716733745,21,0,20.0,0.0,0,0,0.0,0.0,1,6.600715716733745
STOP_110,300,1200,10,4,32,0.0,10.0,10.0,25.0,0.5,3.994413526898821,7,1,20.0,0.0,0,0,0.0,0.0,0,3.994413526898821
STOP_108,240,960,8,4,80,0.0,10.0,10.0,25.0,0.5,-2.5619301879693825,8,1,20.0,0.0,0,0,0.0,0.0,0,-2.5619301879693825
STOP_109,270,1080,9,4,81,0.0,10.0,10.0,25.0,0.5,5.175878282545197,13,0,20.0,0.0,0,0,0.0,0.0,1,5.175878282545197
STOP_101,30,120,1,4,77,0.0,10.0,10.0,25.0,0.5,8.861615738669192,20,0,20.0,0.0,0,0,0.0,0.0,1,8.861615738669192
STOP_110,300,1200,10,4,8,0.0,10.0,10.0,25.0,0.5,-3.796666303164289,21,0,20.0,0.0,0,0,0.0,0.0,0,-3.796666303164289
STOP_110,300,1200,10,4,17,0.0,10.0,10.0,25.0,0.5,1.5768507287586724,8,1,20.0,0.0,0,0,0.0,0.0,0,1.5768507287586724
STOP_105,150,600,5,4,17,0.0,10.0,10.0,25.0,0.5,-2.478228074010562,8,1,20.0,0.0,0,0,0.0,0.0,0,-2.478228074010562
STOP_100,0,0,0,4,71,0.0,10.0,10.0,25.0,0.5,0.7606395758665063,8,1,20.0,0.0,0,0,0.0,0.0,0,0.7606395758665063
STOP_105,150,600,5,4,42,0.0,10.0,10.0,25.0,0.5,8.438262717889893,14,0,20.0,0.0,0,0,0.0,0.0,1,8.438262717889893
STOP_109,270,1080,9,4,48,0.0,10.0,10.0,25.0,0.5,8.403918796751974,15,0,20.0,0.0,0,0,0.0,0.0,1,8.403918796751974
STOP_101,30,120,1,4,86,0.0,10.0,10.0,25.0,0.5,-2.008826033621975,16,1,20.0,0.0,0,0,0.0,0.0,0,-2.008826033621975
STOP_102,60,240,2,4,84,0.0,10.0,10.0,25.0,0.5,9.934567503922125,14,0,20.0,0.0,0,0,0.0,0.0,1,9.934567503922125
STOP_111,330,1320,11,4,8,0.0,10.0,10.0,25.0,0.5,-0.3170544767359451,21,0,20.0,0.0,0,0,0.0,0.0,0,-0.3170544767359451
STOP_107,210,840,7,4,47,0.0,10.0,10.0,25.0,0.5,-1.0648554982858145,16,1,20.0,0.0,0,0,0.0,0.0,0,-1.0648554982858145
STOP_111,330,1320,11,4,73,0.0,10.0,10.0,25.0,0.5,-0.38705306764315495,16,1,20.0,0.0,0,0,0.0,0.0,0,-0.38705306764315495
STOP_111,330,1320,11,4,71,0.0,10.0,10.0,25.0,0.5,-3.685252457080201,8,1,20.0,0.0,0,0,0.0,0.0,0,-3.685252457080201
STOP_100,0,0,0,4,19,0.0,10.0,10.0,25.0,0.5,-0.4628145624811014,15,0,20.0,0.0,0,0,0.0,0.0,0,-0.4628145624811014
STOP_104,120,480,4,4,10,0.0,10.0,10.0,25.0,0.5,-2.9234676000590856,19,0,20.0,0.0,0,0,0.0,0.0,0,-2.9234676000590856
STOP_111,330,1320,11,4,10,0.0,10.0,10.0,25.0,0.5,4.496089802492696,19,0,20.0,0.0,0,0,0.0,0.0,0,4.496089802492696
